country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Papua New Guinea,3,0,0,0
Paraguay,0,1.682,0.14,1.04
Peru,6,15.741,0.425,1.74
Philippines,6,2.656,0.183,1.12
Poland,3,7.081,0.476,1.11
Portugal,5,50.408,3.138,0.96
Qatar,2,68.378,0,1.41
Romania,0,12.787,1.04,1.16
Russia,0,19.009,0.151,2
Rwanda,5,0.54,0,0.6
Saint Kitts and Nevis,1,37.6,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,4,441.982,29.465,1.11
Sao Tome and Principe,1,0,0,0
Saudi Arabia,0,12.495,0.23,1.67
Senegal,0,0.478,0,1.2
Serbia,2,60.4,1.323,1.4
Seychelles,6,0,0,0
Sierra Leone,3,0.125,0,0
Singapore,2,57.091,0.171,2.12
Slovakia,5,12.089,0,1.12
Slovenia,5,3.848,0.481,0.72
Solomon Islands,9,0,0,0
Somalia,9,0,0,0
South Africa,0,2.411,0,1.43
South Korea,5,0.527,0.098,0.49
South Sudan,3,0,0,0
Spain,2,52.23,6.416,1.04
Sri Lanka,5,0.747,0,1.19
Sudan,3,0.068,0.023,0
Suriname,3,0,0,0
Sweden,2,47.429,11.387,1.27
Switzerland,0,28.655,4.16,0.74
Syria,3,0.229,0,0
Taiwan,7,0,0,0.48
Tajikistan,1,0,0,0
Tanzania,9,0.067,0,0
Thailand,5,0.487,0.014,0.8
Timor,3,1.517,0,0
Togo,5,0,0,0
Trinidad and Tobago,3,0,0,0.11
Tunisia,0,1.777,0,0.89
Turkey,2,48.163,1.269,1.15
Uganda,7,0.022,0,0
Ukraine,6,6.174,0.114,1.62
United Arab Emirates,5,41.657,0.303,1.46
United Kingdom,8,64.049,15.909,1.06
United States,8,86.295,7.414,1.08
Uruguay,5,2.591,0,0.97
Uzbekistan,6,4.99,0,1.44
Vanuatu,3,0,0,0
Vatican,1,0,0,0
Venezuela,3,0,0,0.98
Vietnam,7,0.01,0,0.34
Yemen,9,0,0,0
Zambia,5,0,0,0
Zimbabwe,6,0,0,0
