country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Nigeria,3,0.126,0.01,1.22
North Macedonia,0,22.08,0.48,1.38
Norway,6,41.134,1.66,0.99
Oman,3,4.112,0,1.29
Pakistan,3,0.598,0.005,1.61
Palestine,3,6.469,0,1.39
Panama,6,36.618,1.159,1.6
Papua New Guinea,9,0,0,0
Paraguay,2,2.103,0,0
Peru,3,5.49,0.182,1.9
Philippines,3,3.513,0.265,1.59
Poland,3,11.547,0.37,1.63
Portugal,7,83.556,3.629,1.44
Qatar,6,43.734,0,2.81
Romania,6,23.132,0.936,1.63
Russia,5,4.118,0.027,2.23
Rwanda,3,0.386,0,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,9.013,0,0
Samoa,0,0,0,0
San Marino,3,0,0,1.05
Sao Tome and Principe,0,0,0,0
Saudi Arabia,2,4.424,0.115,1.65
Senegal,2,0.717,0,0.87
Serbia,6,44.823,1.176,1.91
Seychelles,9,0,0,0
Sierra Leone,9,0,0,0
Singapore,9,11.11,0.171,1.49
Slovakia,2,4.396,0,1.2
Slovenia,2,17.798,1.443,0.99
Solomon Islands,9,0,0,0
Somalia,9,0.126,0,0
South Africa,5,0.725,0.067,0.86
South Korea,5,1.677,0.098,0.81
South Sudan,9,0,0,0
Spain,8,152.583,18.18,1.38
Sri Lanka,2,0.374,0,0.94
Sudan,3,0.046,0,0
Suriname,9,0,1.705,0
Sweden,6,59.509,6.931,1.37
Switzerland,8,90.01,6.355,1.13
Syria,3,0,0,0
Taiwan,5,0.378,0,0.61
Tajikistan,0,0,0,0
Tanzania,9,0,0,0
Thailand,2,1.476,0.057,1.1
Timor,3,0,0,0
Togo,2,0.121,0.121,0
Trinidad and Tobago,3,2.858,0.715,0
Tunisia,3,3.384,0.338,1.06
Turkey,6,33.033,0.818,1.79
Uganda,3,0.066,0,0
Ukraine,3,4.001,0.114,1.83
United Arab Emirates,5,24.266,0.101,2.17
United Kingdom,7,73.373,10.856,1.45
United States,7,96.585,4.208,1.65
Uruguay,9,4.894,0,0.98
Uzbekistan,3,0.657,0,1.65
Vanuatu,3,0,0,0
Vatican,0,0,0,0
Venezuela,3,0.246,0.07,0.61
Vietnam,1,0.041,0,0.56
Yemen,9,0,0,0
Zambia,2,0,0,0
Zimbabwe,3,0,0,0
