country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Monaco,0,0,0,0
Mongolia,6,0.305,0,0
Montenegro,1,3.184,0,0
Morocco,7,1.544,0.054,1.75
Mozambique,3,0.032,0,0
Myanmar,6,0,0,0
Namibia,6,0,0,0
Nepal,2,0.034,0,0
Netherlands,8,68.399,5.428,1.68
New Zealand,7,17.212,0,1.88
Nicaragua,1,0.302,0,0
Niger,6,0,0,0
Nigeria,6,0.092,0,0
North Macedonia,1,10.56,0.48,1.28
Norway,8,47.959,0.738,1.28
Oman,0,4.112,0,1.28
Pakistan,7,0.462,0.009,1.7
Palestine,7,1.372,0,0
Panama,0,25.957,1.159,1.86
Papua New Guinea,0,0,0,0
Paraguay,7,0.561,0,0
Peru,7,1.092,0.152,1.9
Philippines,7,2.482,0.128,2.22
Poland,6,6.579,0.053,1.87
Portugal,8,88.46,2.354,2.03
Qatar,2,9.719,0.347,1.63
Romania,0,8.317,0.572,1.97
Russia,2,1.562,0,2.48
Rwanda,7,0.463,0,0
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,29.465,29.465,0.98
Sao Tome and Principe,1,0,0,0
Saudi Arabia,2,2.844,0.029,1.75
Senegal,0,0.657,0,0.91
Serbia,7,29.686,1.323,2.11
Seychelles,3,10.169,0,0
Sierra Leone,3,0,0,0
Singapore,3,11.965,0,1.42
Slovakia,2,4.213,0,1.22
Slovenia,0,25.013,0,1.18
Solomon Islands,3,0,0,0
Somalia,6,0,0,0
South Africa,7,0.287,0,1.42
South Korea,2,2.848,0.098,1.04
South Sudan,6,0,0,0
Spain,8,160.754,18.052,1.67
Sri Lanka,7,0.327,0.047,0.85
Sudan,0,0.046,0,0
Suriname,0,0,0,0
Sweden,6,29.705,3.763,1.42
Switzerland,8,132.646,3.813,1.49
Syria,0,0,0,0
Taiwan,3,0.672,0,0.69
Tajikistan,3,0,0,0
Tanzania,3,0.017,0,0
Thailand,6,1.562,0.014,1.33
Timor,0,0,0,0
Togo,6,0,0,0
Trinidad and Tobago,6,5.716,0.715,0
Tunisia,7,4.315,0.169,1.18
Turkey,0,20.204,0.19,3.14
Uganda,6,0.153,0,0
Ukraine,7,1.052,0.091,2.28
United Arab Emirates,4,6.37,0,2
United Kingdom,8,41.879,4.301,1.61
United States,8,59.235,1.912,2.19
Uruguay,6,8.348,0.288,1
Uzbekistan,7,0.478,0.03,0
Vanuatu,0,0,0,0
Vatican,9,2472.188,0,0
Venezuela,0,0.422,0.035,0.58
Vietnam,4,0.113,0,0.7
Yemen,3,0,0,0
Zambia,3,0.326,0,0
Zimbabwe,6,0.135,0,0
