country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Hong Kong,0,0,0,51.85
Hungary,0,1.96,6.6,40.74
Iceland,0,2.086,24.8,45.37
India,0,0.827,23.1,64.35
Indonesia,0,0,6.6,50.46
International,0,0,0,0
Iran,0,0,4.9,58.8
Iraq,0,0.415,5.3,51.85
Ireland,0,3.194,16.1,81.48
Israel,0,2.519,33.6,81.48
Italy,0,2.677,10,66.67
Jamaica,0,0.155,9.3,71.3
Japan,0,0.043,31.1,38.89
Jordan,0,0,0,78.7
Kazakhstan,1,1.379,81.2,74.07
Kenya,0,0,7.5,68.52
Kosovo,0,0,0,52.78
Kuwait,0,1.287,8.8,62.96
Kyrgyzstan,0,0,0,57.87
Laos,0,0,0,36.11
Latvia,0,2.363,26.9,38.89
Lebanon,0,0,0,59.26
Lesotho,0,0,0,47.22
Liberia,0,0,0,57.41
Libya,0,0.555,4,78.7
Liechtenstein,0,0,0,0
Lithuania,0,1.53,20.7,54.17
Luxembourg,0,3.114,31.3,52.78
Madagascar,0,0,13.5,40.74
Malawi,0,0.027,67,50.93
Malaysia,0,0.54,19.9,62.04
Maldives,0,4.127,37.9,0
Mali,0,0,0,37.96
Malta,0,6.366,23.4,0
Marshall Islands,0,0,0,0
Mauritania,0,0,34.1,17.59
Mauritius,0,0,0,16.67
Mexico,0,0.037,2.6,71.76
Moldova,0,0,0,48.15
Monaco,0,0,0,0
Mongolia,0,0,0,40.74
Montenegro,0,0,0,0
Morocco,0,0.579,6.6,65.74
Mozambique,0,0.064,12.1,62.96
Myanmar,0,0,0,78.24
Namibia,0,0.218,16.8,44.44
Nepal,0,0.423,4.2,63.89
Netherlands,0,0,6.2,62.04
New Zealand,1,0.63,709.1,22.22
Nicaragua,0,0,0,8.33
Niger,0,0,0,14.81
Nigeria,0,0,44.9,50.93
North Macedonia,0,0.354,4.8,0
Norway,0,1.443,69.3,32.41
Oman,0,0,0,44.44
Pakistan,0,0.13,36.9,53.24
Palestine,0,0.829,8.4,40.74
Panama,0,1.543,10.1,58.33
Papua New Guinea,0,0,0,45.37
Paraguay,0,0.354,4,64.81
Peru,0,0.056,0,79.63
Philippines,0,0.218,16,68.98
Poland,0,1.391,4.5,71.3
Portugal,0,1.712,10.9,66.2
Qatar,0,0,33.6,64.81
Romania,0,0,7,54.63
Russia,0,3.264,31.2,44.91
Rwanda,1,0.099,139.1,63.89
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,35.19
Sao Tome and Principe,0,0,0,0
Saudi Arabia,1,1.503,138.3,57.41
Senegal,0,0.061,51.8,37.96
Serbia,0,0.696,14.1,51.85
Seychelles,0,0,0,31.48
Sierra Leone,0,0,0,31.48
Singapore,2,0,3289,52.78
Slovakia,0,1.131,5.6,73.15
Slovenia,0,1.771,4,64.81
Solomon Islands,0,0,0,43.52
Somalia,0,0,0,36.11
South Africa,0,0.337,12.3,38.89
South Korea,1,0.111,99.6,44.44
South Sudan,0,0,73.8,35.19
Spain,0,0,9.9,71.3
Sri Lanka,0,0.413,25.6,34.26
Sudan,0,0,0,34.26
Suriname,0,0,0,57.41
Sweden,0,2.373,22.7,55.56
Switzerland,0,1.521,6.1,35.65
Syria,0,0,0,47.69
Taiwan,1,0.005,98,23.15
Tajikistan,0,0,0,36.11
Tanzania,0,0,0,13.89
Thailand,1,0.045,740.1,47.22
Timor,0,0,0,29.63
Togo,0,0.077,43.8,56.48
Trinidad and Tobago,0,0.037,3.5,69.44
Tunisia,0,0,0,54.63
Turkey,0,1.331,56.6,69.91
Uganda,0,0.065,18.5,61.11
Ukraine,0,0.76,5,58.8
United Arab Emirates,1,11.937,81.1,50.93
United Kingdom,0,4.29,13.2,75
United States,0,2.336,0,66.2
Uruguay,0,0.902,65,43.52
Uzbekistan,0,0,0,39.81
Vanuatu,0,0,0,22.22
Vatican,0,0,0,0
Venezuela,0,0,0,84.26
Vietnam,0,0,0,55.56
Yemen,0,0,0,40.74
Zambia,1,0.172,86.8,45.37
Zimbabwe,0,0.055,42.4,71.3
