country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Portugal,0,0.017,21.5,16.67
Qatar,0,0,0,13.89
Romania,2,0,0,33.33
Russia,0,0,0,22.22
Rwanda,2,0,0,26.39
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,2,0,0,68.52
Sao Tome and Principe,0,0,0,0
Saudi Arabia,1,0.063,573,30.56
Senegal,0,0,7,0
Serbia,0,0.001,55.9,13.89
Seychelles,0,0,0,16.67
Sierra Leone,0,0,0,0
Singapore,0,0,0,25
Slovakia,0,0.013,0,22.22
Slovenia,0,0,0,16.67
Solomon Islands,0,0,0,8.33
Somalia,0,0,0,0
South Africa,0,0,93.2,13.89
South Korea,2,0.158,27.7,55.56
South Sudan,0,0,0,5.56
Spain,0,0,0,25
Sri Lanka,0,0,0,11.11
Sudan,0,0,0,5.56
Suriname,0,0,0,0
Sweden,0,0,0,11.11
Switzerland,0,0.188,17.9,25
Syria,0,0,0,13.89
Taiwan,1,0.02,688.3,28.7
Tajikistan,0,0,0,13.89
Tanzania,0,0,0,2.78
Thailand,1,0.012,672,16.67
Timor,0,0,0,11.11
Togo,0,0,0,0
Trinidad and Tobago,0,0,0,16.67
Tunisia,0,0,0,16.67
Turkey,0,0,0,23.15
Uganda,0,0,0,16.67
Ukraine,0,0,0,11.11
United Arab Emirates,1,0.703,1476.2,21.3
United Kingdom,0,0,0,11.11
United States,0,0.007,0,20.37
Uruguay,0,0,0,0
Uzbekistan,0,0,0,16.67
Vanuatu,0,0,0,0
Vatican,0,0,0,0
Venezuela,0,0,0,11.11
Vietnam,2,0,89,47.22
Yemen,0,0,0,0
Zambia,0,0,0,16.67
Zimbabwe,0,0,0,8.33
