country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Niger,0,0,0,33.33
Nigeria,0,0,5.6,84.26
North Macedonia,0,0.337,19.2,0
Norway,0,0.616,172.2,58.33
Oman,0,0,0,86.11
Pakistan,0,0.074,7.4,82.41
Palestine,0,0,0,96.3
Panama,0,0.238,7,89.81
Papua New Guinea,0,0,0,56.02
Paraguay,0,0.124,50.8,94.44
Peru,0,0.159,0,92.59
Philippines,0,0.082,38,96.3
Poland,0,0.562,51.4,83.33
Portugal,0,1.489,61.4,71.3
Qatar,0,1.791,2.9,83.33
Romania,0,0.529,45.5,75
Russia,0,1.892,27.5,78.24
Rwanda,0,0.121,287.4,73.15
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,0,0,0,66.67
Sao Tome and Principe,0,0,0,0
Saudi Arabia,0,0.504,7.4,89.81
Senegal,0,0.072,12.3,72.22
Serbia,0,0.881,70.2,49.07
Seychelles,0,0,0,59.26
Sierra Leone,0,0,0,70.37
Singapore,0,0,11.6,81.48
Slovakia,1,0.41,729.5,73.15
Slovenia,2,0.326,1853.1,44.91
Solomon Islands,0,0,0,69.44
Somalia,0,0,0,60.19
South Africa,0,0.297,18.4,84.26
South Korea,1,0.225,587.9,39.81
South Sudan,0,0,0,73.15
Spain,0,0,65.5,75.46
Sri Lanka,0,0.092,67.9,79.63
Sudan,0,0,0,87.04
Suriname,0,0,0,74.07
Sweden,0,0,0,64.81
Switzerland,0,0.412,134.5,58.33
Syria,0,0,0,87.04
Taiwan,1,0.008,1545.5,25.93
Tajikistan,0,0,0,44.44
Tanzania,0,0,0,38.89
Thailand,2,0.111,4154.6,75
Timor,0,0,0,66.67
Togo,0,0.047,31.1,73.15
Trinidad and Tobago,0,0.028,0,87.04
Tunisia,1,0.014,558.4,83.33
Turkey,0,0.445,27.4,75.93
Uganda,0,0,0,86.11
Ukraine,0,0,19.7,83.33
United Arab Emirates,0,3.608,47.9,72.22
United Kingdom,0,1.238,33.1,71.3
United States,0,1.475,0,72.69
Uruguay,0,0,206,61.11
Uzbekistan,0,0,0,86.11
Vanuatu,0,0,0,66.67
Vatican,0,0,0,0
Venezuela,0,0,0,85.19
Vietnam,0,0,0,69.44
Yemen,0,0,0,56.48
Zambia,0,0.031,15.8,43.52
Zimbabwe,1,0.007,421.5,87.96
