country,cluster,new_cases_per_million,reproduction_rate,icu_patients_per_million
Palestine,4,0.588,0.44,0
Panama,2,60.258,1.31,0
Papua New Guinea,7,0,0,0
Paraguay,4,0.14,0.96,0
Peru,2,20.351,1.79,0
Philippines,4,2.008,1.14,0
Poland,7,8.402,1.16,0
Portugal,3,58.646,1.02,22.36
Qatar,1,87.121,1.46,0
Romania,2,16.114,1.23,10.604
Russia,2,14.979,2.04,0
Rwanda,4,0.463,0.57,0
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,7,0,1.12,0
Sao Tome and Principe,0,0,0,0
Saudi Arabia,4,12.323,1.68,0
Senegal,5,0.119,1.09,0
Serbia,2,36.74,1.46,0
Seychelles,4,0,0,0
Sierra Leone,5,0.251,0,0
Singapore,2,39.827,2.04,0
Slovakia,7,2.564,1.12,0
Slovenia,4,8.177,0.76,16.836
Solomon Islands,6,0,0,0
Somalia,5,0.252,0,0
South Africa,7,2.445,1.36,0
South Korea,7,0.624,0.47,0
South Sudan,7,0,0,0
Spain,1,81.361,1.08,0
Sri Lanka,4,0.56,1.14,0
Sudan,5,0,0,0
Suriname,7,0,0,0
Sweden,3,45.944,1.29,0
Switzerland,2,35.588,0.79,0
Syria,7,0,0,0
Taiwan,6,0.126,0.5,0
Tajikistan,6,0,0,0
Tanzania,6,0,0,0
Thailand,5,0.473,0.84,0
Timor,5,0,0,0
Togo,5,0,0,0
Trinidad and Tobago,7,0.715,0.13,0
Tunisia,4,1.861,0.91,0
Turkey,3,56.783,1.38,0
Uganda,4,0.022,0,0
Ukraine,4,6.082,1.7,0
United Arab Emirates,2,39.129,1.56,0
United Kingdom,1,52.132,0.89,48.626
United States,1,81.35,1.12,41.148
Uruguay,5,-6.045,0.97,0
Uzbekistan,4,2.928,1.55,0
Vanuatu,5,0,0,0
Vatican,0,0,0,0
Venezuela,7,0.211,0.9,0
Vietnam,4,0.041,0.39,0
Yemen,6,0,0,0
Zambia,6,0.163,0,0
Zimbabwe,7,0,0,0
