country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
North Macedonia,1,0.474,8,0
Norway,7,1.044,184,43.52
Oman,6,0.526,0,86.11
Pakistan,0,0.111,4.6,61.11
Palestine,6,0,0,80.56
Panama,6,0.329,3.5,83.33
Papua New Guinea,0,0,0,56.02
Paraguay,0,0.153,45.5,81.48
Peru,6,0.136,0,89.81
Philippines,6,0.096,18.1,77.78
Poland,0,0.391,39.6,53.7
Portugal,0,1.326,38.4,69.91
Qatar,6,1.87,2.9,83.33
Romania,0,0.269,48.7,53.7
Russia,0,1.991,34.5,74.54
Rwanda,7,0.144,126.9,75.93
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,57.41
Sao Tome and Principe,1,0,0,0
Saudi Arabia,6,0.636,7.6,69.91
Senegal,0,0.084,13.9,61.11
Serbia,0,0.77,58.5,24.07
Seychelles,4,0,0,23.15
Sierra Leone,0,0,0,53.7
Singapore,0,0,30.3,74.07
Slovakia,5,0.283,1148.5,47.22
Slovenia,3,0.355,396.6,39.81
Solomon Islands,4,0,0,33.33
Somalia,4,0,0,48.15
South Africa,6,0.422,12,76.85
South Korea,3,0.287,312.8,53.24
South Sudan,6,0,0,85.19
Spain,7,0,124.1,57.41
Sri Lanka,0,0.074,68.7,60.19
Sudan,6,0,0,91.67
Suriname,6,0,0,93.52
Sweden,6,0,0,64.81
Switzerland,3,0.75,273.4,46.3
Syria,6,0,0,69.44
Taiwan,4,0.006,0,25.93
Tajikistan,0,0,0,58.33
Tanzania,4,0,0,32.41
Thailand,2,0.151,1453.1,62.96
Timor,4,0,0,33.33
Togo,0,0.03,45.6,53.7
Trinidad and Tobago,6,0.016,0,77.78
Tunisia,2,0.09,3118.9,29.63
Turkey,0,0.441,47.6,63.89
Uganda,6,0,0,77.78
Ukraine,6,0.145,18.4,76.39
United Arab Emirates,7,4.588,73.9,72.22
United Kingdom,7,1.349,88.5,73.15
United States,6,1.686,0,72.69
Uruguay,3,0.134,219.1,61.11
Uzbekistan,6,0,0,76.39
Vanuatu,6,0,0,66.67
Vatican,1,0,0,0
Venezuela,6,0,0,81.48
Vietnam,6,0,0,69.44
Yemen,0,0,0,58.33
Zambia,7,0,79.8,39.81
Zimbabwe,0,0.024,27.4,70.37
