country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Nicaragua,5,0,0,8.33
Niger,4,0,0,0
Nigeria,5,0,0,11.11
North Macedonia,4,0,0,0
Norway,5,0.058,18.2,11.11
Oman,5,0,0,19.44
Pakistan,1,0,0,28.7
Palestine,2,0,0,74.07
Panama,5,0,0,8.33
Papua New Guinea,5,0,0,13.89
Paraguay,4,0,0,5.56
Peru,5,0.002,0,13.89
Philippines,1,0,0,25
Poland,5,0,0,11.11
Portugal,5,0.008,0,11.11
Qatar,5,0,0,13.89
Romania,5,0,0,16.67
Russia,1,0.029,0,22.22
Rwanda,5,0,0,13.89
Saint Kitts and Nevis,4,0,0,0
Saint Lucia,4,0,0,0
Saint Vincent and the Grenadines,4,0,0,0
Samoa,4,0,0,0
San Marino,1,0,0,33.33
Sao Tome and Principe,4,0,0,0
Saudi Arabia,5,0.057,0,11.11
Senegal,4,0,3.5,0
Serbia,6,0.004,55.9,13.89
Seychelles,5,0,0,16.67
Sierra Leone,4,0,0,0
Singapore,1,0,0,25
Slovakia,5,0.012,0,16.67
Slovenia,5,0,0,16.67
Solomon Islands,5,0,0,8.33
Somalia,4,0,0,0
South Africa,6,0.001,97.9,13.89
South Korea,3,0.262,23.8,55.56
South Sudan,4,0,0,5.56
Spain,5,0,0,11.11
Sri Lanka,5,0,0,11.11
Sudan,4,0,0,5.56
Suriname,4,0,0,0
Sweden,4,0,0,0
Switzerland,1,0.084,17.7,25
Syria,4,0,0,2.78
Taiwan,7,0.013,500.6,28.7
Tajikistan,5,0,0,13.89
Tanzania,4,0,0,2.78
Thailand,7,0.01,587.9,16.67
Timor,5,0,0,11.11
Togo,4,0,0,0
Trinidad and Tobago,5,0,0,16.67
Tunisia,5,0,0,13.89
Turkey,5,0,0,19.44
Uganda,5,0,0,16.67
Ukraine,5,0,0,11.11
United Arab Emirates,7,0.453,1230.7,15.74
United Kingdom,5,0,0,11.11
United States,5,0.005,8.5,20.37
Uruguay,4,0,0,0
Uzbekistan,5,0,0,16.67
Vanuatu,4,0,0,0
Vatican,4,0,0,0
Venezuela,5,0,0,11.11
Vietnam,0,0.001,248.3,47.22
Yemen,4,0,0,0
Zambia,5,0,0,16.67
Zimbabwe,5,0,0,8.33
