country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Ireland,1,0,0,11.11
Israel,2,0.06,43.5,33.33
Italy,0,0.064,4.3,74.54
Jamaica,1,0,0,19.44
Japan,0,0.01,27.8,40.74
Jordan,1,0,0,11.11
Kazakhstan,1,0,0,8.33
Kenya,1,0,0,13.89
Kosovo,1,0,0,5.56
Kuwait,0,0,0,36.11
Kyrgyzstan,1,0,0,22.22
Laos,1,0,0,0
Latvia,2,0.025,46.2,8.33
Lebanon,0,0,0,37.96
Lesotho,1,0,0,11.11
Liberia,1,0,0,5.56
Libya,1,0,0,5.56
Liechtenstein,1,0,0,0
Lithuania,1,0,0,11.11
Luxembourg,1,0,17.5,22.22
Madagascar,1,0,0,0
Malawi,1,0,0,11.11
Malaysia,1,0,10.7,22.22
Maldives,1,0,0,0
Mali,1,0,0,0
Malta,2,0.188,151.5,0
Marshall Islands,1,0,0,0
Mauritania,1,0,0,5.56
Mauritius,1,0,0,0
Mexico,3,0.002,653.8,2.78
Moldova,1,0,0,11.11
Monaco,0,0,0,27.78
Mongolia,0,0,0,57.41
Montenegro,1,0,0,0
Morocco,1,0,35,5.56
Mozambique,1,0,0,8.33
Myanmar,1,0,0,13.89
Namibia,1,0,0,2.78
Nepal,1,0,0,22.22
Netherlands,1,0,0,10.19
New Zealand,2,0.016,73.6,19.44
Nicaragua,1,0,0,8.33
Niger,1,0,0,0
Nigeria,1,0,0,11.11
North Macedonia,1,0,0,0
Norway,1,0.274,20.4,11.11
Oman,1,0,0,19.44
Pakistan,0,0,0,28.7
Palestine,0,0,0,74.07
Panama,1,0,0,8.33
Papua New Guinea,1,0,0,13.89
Paraguay,1,0,0,5.56
Peru,1,0.007,0,13.89
Philippines,0,0,0,25
Poland,1,0,0,13.89
Portugal,1,0.017,21.5,16.67
Qatar,1,0,0,13.89
Romania,0,0,0,33.33
Russia,1,0,0,22.22
Rwanda,0,0,0,26.39
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,68.52
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,0.063,573,30.56
Senegal,1,0,7,0
Serbia,2,0.001,55.9,13.89
Seychelles,1,0,0,16.67
Sierra Leone,1,0,0,0
Singapore,0,0,0,25
Slovakia,1,0.013,0,22.22
Slovenia,1,0,0,16.67
Solomon Islands,1,0,0,8.33
Somalia,1,0,0,0
South Africa,2,0,93.2,13.89
South Korea,0,0.158,27.7,55.56
South Sudan,1,0,0,5.56
Spain,0,0,0,25
Sri Lanka,1,0,0,11.11
Sudan,1,0,0,5.56
Suriname,1,0,0,0
Sweden,1,0,0,11.11
Switzerland,0,0.188,17.9,25
Syria,1,0,0,13.89
Taiwan,3,0.02,688.3,28.7
Tajikistan,1,0,0,13.89
Tanzania,1,0,0,2.78
Thailand,3,0.012,672,16.67
Timor,1,0,0,11.11
Togo,1,0,0,0
Trinidad and Tobago,1,0,0,16.67
Tunisia,1,0,0,16.67
Turkey,0,0,0,23.15
Uganda,1,0,0,16.67
Ukraine,1,0,0,11.11
United Arab Emirates,3,0.703,1476.2,21.3
United Kingdom,1,0,0,11.11
United States,1,0.007,0,20.37
Uruguay,1,0,0,0
Uzbekistan,1,0,0,16.67
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,1,0,0,11.11
Vietnam,2,0,89,47.22
Yemen,1,0,0,0
Zambia,1,0,0,16.67
Zimbabwe,1,0,0,8.33
