country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Qatar,6,3.818,0,0.8
Romania,6,5.822,0.312,2.12
Russia,5,1.117,0.014,2.51
Rwanda,3,0.077,0,0
Saint Kitts and Nevis,1,37.6,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,4,618.775,0,0.98
Sao Tome and Principe,1,0,0,0
Saudi Arabia,3,3.82,0.029,1.89
Senegal,6,0.776,0,0
Serbia,3,11.904,0.147,2.04
Seychelles,2,0,0,0
Sierra Leone,7,0,0,0
Singapore,7,12.478,0,1.64
Slovakia,6,2.198,0,1.19
Slovenia,0,23.089,0.481,1.24
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,2,2.613,0,2.56
South Korea,5,1.95,0.117,0.74
South Sudan,2,0,0,0
Spain,0,205.968,17.945,1.84
Sri Lanka,3,0,0,0.81
Sudan,6,0,0,0
Suriname,2,1.705,0,0
Sweden,2,31.091,3.07,1.44
Switzerland,0,117.856,3.582,1.73
Syria,3,0.229,0,0
Taiwan,2,0.84,0,0.73
Tajikistan,7,0,0,0
Tanzania,7,0,0,0
Thailand,2,1.533,0,1.45
Timor,7,0,0,0
Togo,6,0.362,0,0
Trinidad and Tobago,2,2.144,0.715,0
Tunisia,3,4.992,0.085,1.22
Turkey,6,6.652,0.178,3.21
Uganda,6,0.109,0,0
Ukraine,3,1.098,0.046,0
United Arab Emirates,5,8.594,0,1.99
United Kingdom,6,40.023,2.814,2.2
United States,0,36.48,0.985,2.58
Uruguay,2,8.061,0,1.02
Uzbekistan,6,0.299,0,0
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,3,0.246,0,0
Vietnam,5,0.072,0,0.7
Yemen,2,0,0,0
Zambia,7,0.49,0,0
Zimbabwe,2,0,0,0
