country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
New Zealand,4,13.894,0,1.07
Nicaragua,1,0,0,0
Niger,0,2.85,0,1.06
Nigeria,6,0.029,0,1.24
North Macedonia,1,7.2,2.4,1.27
Norway,7,32.834,0.922,0.87
Oman,6,6.462,0,1.3
Pakistan,6,1.218,0.018,1.54
Palestine,6,3.332,0,0.82
Panama,7,43.34,1.854,1.5
Papua New Guinea,6,0.112,0,0
Paraguay,6,1.262,0.28,0.88
Peru,6,8.492,0.273,1.9
Philippines,6,3.778,0.1,1.31
Poland,6,8.217,0.343,1.45
Portugal,7,44.328,1.569,1.25
Qatar,3,79.138,0,2.22
Romania,6,10.032,1.3,1.43
Russia,4,6.537,0.014,2.12
Rwanda,6,0.077,0,0.47
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,6,0,0,1.1
Sao Tome and Principe,1,18.251,0,0
Saudi Arabia,4,5.831,0.115,1.64
Senegal,6,0.239,0,0.87
Serbia,7,42.912,1.029,1.74
Seychelles,0,10.169,0,0
Sierra Leone,6,0,0,0
Singapore,0,11.281,0,1.71
Slovakia,4,8.975,0.183,1.21
Slovenia,4,11.544,0.962,0.9
Solomon Islands,0,0,0,0
Somalia,0,0,0,0
South Africa,4,0.523,0.017,0.91
South Korea,8,0.917,0.059,0.56
South Sudan,6,0,0,0
Spain,3,107.561,14.972,1.25
Sri Lanka,4,0.093,0,0.97
Sudan,6,0,0,0
Suriname,6,0,0,0
Sweden,7,38.518,8.317,1.34
Switzerland,7,64.359,5.777,1
Syria,6,0,0,0
Taiwan,8,0.42,0,0.57
Tajikistan,1,0,0,0
Tanzania,0,0.033,0,0
Thailand,4,0.731,0.043,1
Timor,6,0,0,0
Togo,4,1.691,0,0
Trinidad and Tobago,6,0.715,0.715,0.14
Tunisia,6,1.861,0,1
Turkey,7,37.326,0.889,1.6
Uganda,6,0,0,0
Ukraine,6,0.252,0.023,1.63
United Arab Emirates,8,28.007,0.101,1.95
United Kingdom,2,78.308,8.396,1.36
United States,3,91.156,5.366,1.42
Uruguay,6,2.591,0,0.98
Uzbekistan,6,3.436,0,1.74
Vanuatu,6,0,0,0
Vatican,1,0,0,0
Venezuela,6,0.211,0,0.65
Vietnam,5,0.041,0,0.48
Yemen,0,0,0,0
Zambia,8,0,0,0
Zimbabwe,6,0.067,0,0
