country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Malaysia,6,5.53,0.124,1.1
Maldives,2,0,0,0
Mali,6,0.198,0.099,0
Malta,0,31.707,0,1.26
Marshall Islands,0,0,0,0
Mauritania,6,0,0,0
Mauritius,3,24.376,0,0.67
Mexico,6,1.962,0.116,1.72
Moldova,3,27.764,0.744,1.65
Monaco,7,178.371,0,0
Mongolia,8,0,0,0
Montenegro,0,20.699,0,0.94
Morocco,6,2.763,0.298,1.5
Mozambique,2,0,0,0
Myanmar,6,0,0,0
Namibia,8,0.787,0,0
Nepal,2,0,0,0
Netherlands,5,71.55,6.711,1.22
New Zealand,6,18.456,0,1.16
Nicaragua,0,0.151,0,0
Niger,8,1.652,0.083,1.07
Nigeria,6,0.087,0.005,1.23
North Macedonia,0,34.559,0.48,1.34
Norway,3,25.271,1.66,0.91
Oman,6,4.112,0,1.3
Pakistan,6,2.757,0.027,1.58
Palestine,6,3.92,0,1.03
Panama,3,29.666,1.159,1.53
Papua New Guinea,6,0,0,0
Paraguay,6,1.122,0,0
Peru,3,16.226,0.303,1.91
Philippines,6,1.387,0.073,1.37
Poland,3,12.551,0.396,1.52
Portugal,5,73.945,2.844,1.3
Qatar,5,96.839,0.347,2.8
Romania,6,13.047,0.26,1.49
Russia,2,4.509,0.014,2.1
Rwanda,6,0.154,0,0.47
Saint Kitts and Nevis,0,18.8,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,7,206.258,0,1.09
Sao Tome and Principe,0,0,0,0
Saudi Arabia,6,6.405,0.144,1.64
Senegal,6,0.179,0,0.86
Serbia,3,41.736,1.029,1.8
Seychelles,8,0,0,0
Sierra Leone,6,0.251,0,0
Singapore,8,20.512,0,1.67
Slovakia,6,2.564,0,1.2
Slovenia,6,9.62,2.886,0.92
Solomon Islands,8,0,0,0
Somalia,8,0,0,0
South Africa,2,1.18,0.034,0.92
South Korea,2,1.58,0.117,0.73
South Sudan,6,0.089,0,0
Spain,5,117.164,14.843,1.29
Sri Lanka,6,0.467,0,0.96
Sudan,6,0.046,0,0
Suriname,6,0,0,0
Sweden,3,33.666,8.912,1.35
Switzerland,5,68.749,5.662,1.04
Syria,6,0.171,0,0
Taiwan,2,0.336,0,0.58
Tajikistan,0,0,0,0
Tanzania,8,0.033,0,0
Thailand,6,1.461,0.043,1.03
Timor,6,0,0,0
Togo,6,0.362,0,0
Trinidad and Tobago,6,0.715,0.715,0.14
Tunisia,6,1.777,0.338,1.02
Turkey,3,37.171,0.866,1.66
Uganda,6,0.087,0,0
Ukraine,6,1.898,0.114,1.66
United Arab Emirates,2,29.726,0,2.04
United Kingdom,4,53.767,8.853,1.14
United States,5,85.187,4.737,1.48
Uruguay,6,1.727,0.288,0.98
Uzbekistan,6,2.271,0,1.74
Vanuatu,6,0,0,0
Vatican,0,0,0,0
Venezuela,6,0.141,0,0.63
Vietnam,1,0.01,0,0.5
Yemen,8,0,0,0
Zambia,2,0,0,0
Zimbabwe,6,0,0,0
