country,cluster,new_cases_per_million,new_deaths_per_million,reproduction_rate
Honduras,6,0.707,0.404,1.27
Hungary,6,7.557,0.828,1.15
Iceland,3,35.165,0,0.41
India,6,0.803,0.031,1.6
Indonesia,2,1.389,0.099,1.3
International,0,0,0,0
Iran,2,19.121,1.095,0.82
Iraq,4,0.472,0.025,0.79
Ireland,1,146.624,8.506,1.24
Israel,6,34.198,0.809,0.8
Italy,1,62.618,8.683,0.86
Jamaica,6,6.079,0,0.96
Japan,2,4.451,0.142,1.18
Jordan,6,0.098,0,0.66
Kazakhstan,6,5.699,0.053,1.44
Kenya,4,0.167,0.019,1
Kosovo,6,18.626,0.517,1.19
Kuwait,6,27.865,0,1.34
Kyrgyzstan,6,2.606,0,1.12
Laos,6,0,0,0
Latvia,4,4.771,0,0.9
Lebanon,2,0.733,0,0.97
Lesotho,6,0,0,0
Liberia,6,0,0,0
Libya,6,0.146,0,0
Liechtenstein,0,0,0,0
Lithuania,4,13.591,0.735,0.94
Luxembourg,1,113.423,0,0.69
Madagascar,6,0.036,0,0.55
Malawi,2,0,0,0
Malaysia,6,3.399,0.031,0.82
Maldives,4,5.55,0,0
Mali,2,1.136,0,1.09
Malta,4,29.442,0,0.7
Marshall Islands,0,0,0,0
Mauritania,2,0,0,0
Mauritius,2,0,0,0.39
Mexico,6,3.49,0.287,1.57
Moldova,6,26.029,1.983,1.25
Monaco,2,0,0,0
Mongolia,2,0.305,0,0
Montenegro,0,23.883,0,0.62
Morocco,6,7.017,0.081,1.41
Mozambique,2,0.064,0,0
Myanmar,6,0.202,0,0
Namibia,2,0,0,0
Nepal,5,0,0,0
Netherlands,3,62.271,10.622,0.98
New Zealand,4,3.111,0,0.5
Nicaragua,0,0,0,0
Niger,2,0,0,0.9
Nigeria,6,0.17,0.005,1.58
North Macedonia,0,51.359,0.48,1.15
Norway,6,28.776,0.369,0.74
Oman,6,21.345,0,1.3
Pakistan,6,0.48,0.032,1.46
Palestine,6,0.588,0,0.8
Panama,6,41.022,1.854,1.2
Papua New Guinea,2,0.559,0,0
Paraguay,6,1.823,0,1.08
Peru,6,30.814,0.607,1.69
Philippines,6,1.889,0.119,1.06
Poland,6,8.878,0.74,1.11
Portugal,3,73.553,2.942,0.93
Qatar,3,136.061,0,1.81
Romania,6,25.523,1.04,1.14
Russia,6,23.627,0.233,1.93
Rwanda,4,0.154,0,0.63
Saint Kitts and Nevis,0,0,0,0
Saint Lucia,0,0,0,0
Saint Vincent and the Grenadines,0,0,0,0
Samoa,0,0,0,0
San Marino,1,1591.137,58.931,1.11
Sao Tome and Principe,0,0,0,0
Saudi Arabia,6,14.879,0.115,1.67
Senegal,6,1.254,0,1.33
Serbia,3,65.397,0.588,1.3
Seychelles,6,0,0,0
Sierra Leone,2,0.251,0,0
Singapore,3,124.437,0,2.2
Slovakia,6,20.88,0.366,1.1
Slovenia,6,9.62,0,0.72
Solomon Islands,2,0,0,0
Somalia,2,0,0,0
South Africa,6,1.669,0.236,1.44
South Korea,4,0.429,0.078,0.48
South Sudan,2,0,0,0
Spain,3,156.219,12.983,1.01
Sri Lanka,4,0,0,1.22
Sudan,2,0,0,0
Suriname,2,0,0,0
Sweden,3,61.688,8.119,1.26
Switzerland,3,45.756,4.853,0.71
Syria,6,0,0,0
Taiwan,5,0,0,0.46
Tajikistan,0,0,0,0
Tanzania,2,0.1,0,0
Thailand,4,0.415,0.043,0.77
Timor,2,7.585,0,0
Togo,4,0,0.242,0
Trinidad and Tobago,2,0,0,0.11
Tunisia,6,3.554,0.169,0.86
Turkey,3,56.925,1.482,1.18
Uganda,6,0,0,0
Ukraine,6,9.078,0.183,1.56
United Arab Emirates,4,46.51,0.202,1.37
United Kingdom,1,78.705,15.32,1.19
United States,1,94.866,6.553,1.06
Uruguay,4,2.591,0,0.97
Uzbekistan,6,1.404,0,1.27
Vanuatu,2,0,0,0
Vatican,0,0,0,0
Venezuela,2,0.246,0,1.07
Vietnam,5,0.01,0,0.3
Yemen,2,0,0,0
Zambia,4,0,0,0
Zimbabwe,6,0,0,0
