country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Indonesia,4,0.001,2.4,50.93
International,1,0,0,0
Iran,2,0,0,57.41
Iraq,8,0,0,96.3
Ireland,0,0.374,5.8,85.19
Israel,6,0.734,13.8,87.96
Italy,8,0.618,7.1,91.67
Jamaica,6,0,15.2,78.7
Japan,4,0.002,7.7,43.52
Jordan,8,0,0,100
Kazakhstan,7,0.128,95.5,92.13
Kenya,6,0.007,25.6,87.04
Kosovo,8,0,0,92.59
Kuwait,0,0,0,81.48
Kyrgyzstan,8,0,0,92.13
Laos,8,0,0,96.3
Latvia,7,0.627,32.5,69.44
Lebanon,0,0,0,85.19
Lesotho,8,0,0,90.74
Liberia,0,0,0,79.63
Libya,8,0.004,0,90.74
Liechtenstein,1,0,0,0
Lithuania,7,0.854,36,81.48
Luxembourg,0,1.316,7.6,79.63
Madagascar,8,0,0,91.67
Malawi,2,0.002,0,56.48
Malaysia,3,0.045,9.9,73.15
Maldives,5,0.191,202.8,0
Mali,3,0,0,72.22
Malta,1,1.481,72.2,0
Marshall Islands,1,0,0,0
Mauritania,0,0,0,77.78
Mauritius,0,0,0,82.41
Mexico,6,0.008,9.7,82.41
Moldova,0,0,0,87.04
Monaco,0,0,0,85.19
Mongolia,2,0,0,62.96
Montenegro,1,0,0,0
Morocco,8,0.011,4.5,93.52
Mozambique,7,0.001,69.9,56.48
Myanmar,3,0.001,0,69.44
Namibia,3,0,0,66.67
Nepal,5,0.007,161.1,96.3
Netherlands,0,0,0,79.63
New Zealand,7,0.54,39.4,96.3
Nicaragua,1,0,0,15.74
Niger,2,0,0,61.11
Nigeria,0,0,0,82.87
North Macedonia,1,0.199,0,0
Norway,6,0.256,13.2,79.63
Oman,0,0,0,85.19
Pakistan,8,0.009,13.2,96.3
Palestine,8,0,0,96.3
Panama,8,0.13,3.9,90.74
Papua New Guinea,3,0,0,74.07
Paraguay,6,0.027,20.8,93.52
Peru,8,0.039,0,94.44
Philippines,8,0.022,0,100
Poland,0,0,0,81.48
Portugal,6,0.888,10.7,82.41
Qatar,6,1.228,20.9,86.11
Romania,8,0.231,7.6,87.04
Russia,5,0.393,124.9,87.04
Rwanda,8,0,0,90.74
Saint Kitts and Nevis,1,0,0,0
Saint Lucia,1,0,0,0
Saint Vincent and the Grenadines,1,0,0,0
Samoa,1,0,0,0
San Marino,0,0,0,83.33
Sao Tome and Principe,1,0,0,0
Saudi Arabia,7,0.223,52.6,89.81
Senegal,6,0.011,11.1,77.78
Serbia,8,0.095,4.5,100
Seychelles,4,0,0,52.78
Sierra Leone,2,0,0,57.41
Singapore,4,0,0,48.15
Slovakia,7,0.279,44.8,75
Slovenia,6,0.315,23.9,89.81
Solomon Islands,4,0,0,44.44
Somalia,4,0,0,52.78
South Africa,7,0.06,55.2,87.96
South Korea,7,0,90.9,78.7
South Sudan,3,0,0,73.15
Spain,0,0,0,85.19
Sri Lanka,6,0.014,30,100
Sudan,3,0,0,76.85
Suriname,3,0,0,71.3
Sweden,2,0,0,64.81
Switzerland,3,0.601,6.2,73.15
Syria,0,0,0,87.04
Taiwan,7,0.036,88.3,31.48
Tajikistan,1,0,0,19.44
Tanzania,4,0,0,47.22
Thailand,6,0.046,22.8,76.85
Timor,3,0,0,75
Togo,7,0.018,50.3,73.15
Trinidad and Tobago,0,0,0,79.63
Tunisia,6,0.056,14,90.74
Turkey,3,0.233,6.4,75.93
Uganda,8,0,0,93.52
Ukraine,8,0,0,88.89
United Arab Emirates,5,4.039,139.4,89.81
United Kingdom,0,0.234,0,79.63
United States,3,0.445,4.6,72.69
Uruguay,6,0.08,22,72.22
Uzbekistan,8,0,0,90.74
Vanuatu,0,0,0,83.33
Vatican,1,0,0,0
Venezuela,0,0,0,82.41
Vietnam,5,0,581.7,96.3
Yemen,4,0,0,38.89
Zambia,7,0,50.9,47.22
Zimbabwe,0,0,0,87.96
