country,cluster,new_tests_per_thousand,tests_per_case,stringency_index
Switzerland,2,0.084,17.7,25
Syria,0,0,0,2.78
Taiwan,8,0.013,500.6,28.7
Tajikistan,6,0,0,13.89
Tanzania,0,0,0,2.78
Thailand,8,0.01,587.9,16.67
Timor,6,0,0,11.11
Togo,1,0,0,0
Trinidad and Tobago,2,0,0,16.67
Tunisia,6,0,0,13.89
Turkey,2,0,0,19.44
Uganda,2,0,0,16.67
Ukraine,6,0,0,11.11
United Arab Emirates,8,0.453,1230.7,15.74
United Kingdom,6,0,0,11.11
United States,2,0.005,8.5,20.37
Uruguay,1,0,0,0
Uzbekistan,2,0,0,16.67
Vanuatu,1,0,0,0
Vatican,1,0,0,0
Venezuela,6,0,0,11.11
Vietnam,4,0.001,248.3,47.22
Yemen,1,0,0,0
Zambia,2,0,0,16.67
Zimbabwe,0,0,0,8.33
